Date,Open,High,Low,Close,WAP
19-08-10,986.65,986.65,965,976.8,978.7287778
20-08-10,971,993,971,988.15,985.8675043
23-08-10,990,994.95,975.15,976.4,981.5095887
24-08-10,979,980.8,968.05,972.15,973.6285355
25-08-10,970,977,965.1,968.1,971.2915968
26-08-10,974.7,974.7,955.15,956.7,962.00184
27-08-10,946.55,970,946.55,949.75,952.3962848
30-08-10,961.3,962,945.25,947.75,951.3368412
31-08-10,944.9,946.8,915.1,918.85,924.2267233
01-09-10,931,942.9,922.5,936.45,930.5484337
02-09-10,945,947.9,935.2,937.15,939.4035638
03-09-10,941,941.9,924.3,925.6,928.1819838
06-09-10,915,957.45,885.15,953.2,945.1704492
07-09-10,957,969.8,953.1,961.85,963.3663172
08-09-10,962,965.25,953,960.05,958.8598931
09-09-10,964.9,967,955.1,957.95,960.414217
13-09-10,965.35,994.8,965.35,992.2,981.6808573
14-09-10,992,1003,984.2,987.75,992.1919048
15-09-10,990,1016,985.7,1010.45,1008.216522
16-09-10,1002,1018,998.55,1000.9,1007.451491
17-09-10,1006,1029.8,1002.25,1026.75,1019.843024
20-09-10,1028.7,1042.9,1020.55,1039.7,1035.522985
21-09-10,1045,1048,1025.25,1032.9,1036.294039
22-09-10,1040,1042.4,1015.15,1019.25,1025.361455
23-09-10,1024.7,1024.7,995.6,997.7,1004.366659
24-09-10,987,1008.7,987,1001.65,1002.111591
27-09-10,1008,1018.9,1005,1009.55,1011.832429
28-09-10,1008,1012.8,993.25,998.25,1000.65226
29-09-10,1002,1008.85,995.15,999.05,1002.347679
30-09-10,1000,1000,979.25,986.35,986.9674267
01-10-10,992,1008.75,991,1006.45,1001.239427
04-10-10,1014,1025,1010.3,1017.9,1019.193684
05-10-10,1016,1030.9,1009.35,1023.25,1024.92733
06-10-10,1030,1047,1026.3,1044.6,1039.375513
07-10-10,1047,1055,1032.1,1038.5,1046.974684
08-10-10,1030,1052.5,1030,1048.25,1043.832244
11-10-10,1055,1070,1055,1068.95,1065.468154
12-10-10,1069,1074.4,1046.05,1053.9,1054.493105
13-10-10,1058,1073.15,1055.15,1072.15,1067.576812
14-10-10,1075,1079,1054.1,1058.25,1071.187372
15-10-10,1064,1067.5,1036,1040.9,1050.871365
18-10-10,1045.35,1065,1034.25,1048.9,1043.577638
19-10-10,1063.3,1068,1040,1043.85,1057.813245
20-10-10,1040,1063.8,1038,1048.7,1051.523281
21-10-10,1053,1086.5,1049.15,1079.25,1074.599271
22-10-10,1083.1,1092.85,1074.25,1081.45,1085.579334
25-10-10,1085.5,1101,1085.5,1090.35,1094.242673
26-10-10,1087.55,1099.7,1087.55,1096.5,1095.266718
27-10-10,1096.5,1110,1085,1092.65,1100.158924
28-10-10,1100,1102,1078,1083.05,1091.14527
29-10-10,1083,1107.3,1080.1,1095.8,1095.213491
01-11-10,1121.1,1187,1088.35,1093.1,1104.192089
02-11-10,1094,1096,1071.25,1074.35,1079.48959
03-11-10,1082,1085,1062.25,1065.25,1072.811076
04-11-10,1076,1106.8,1075.3,1104.75,1094.453181
05-11-10,1115.9,1120,1102.2,1106.95,1110.004461
08-11-10,1110.5,1119.25,1100,1112,1110.912206
09-11-10,1114,1120.5,1097.75,1107.45,1108.742397
10-11-10,1105,1116.55,1100,1102.45,1108.442301
11-11-10,1107,1111.6,1078.05,1082.05,1092.047057
12-11-10,1079.7,1087.6,1058.5,1061.85,1068.397346
15-11-10,1067,1068,1039.35,1054,1050.468514
16-11-10,1057.1,1058,1028.05,1030.35,1038.459237
18-11-10,1035,1045.2,1015,1032.55,1031.941187
19-11-10,1034,1036.7,987.15,996.85,1007.832068
22-11-10,1004.7,1015,998.8,1012.1,1008.171909
23-11-10,1005,1005,975.1,994.9,990.734111
24-11-10,1000,1015.9,987,994.1,1005.126678
25-11-10,1001.1,1003,976,980.3,988.7328223
26-11-10,984,990.5,958.9,962.55,971.060189
29-11-10,970,1002,962.55,998.2,988.3391672
30-11-10,997.1,1007.4,982.25,986.8,992.6253565
01-12-10,985,997.4,983.4,990.1,990.6114587
02-12-10,999,1011.5,996.15,1009.5,1004.327547
03-12-10,1011,1022.55,998.25,1006.4,1011.220497
06-12-10,1013,1029.8,1012.5,1019.75,1023.140693
07-12-10,1019.1,1039.4,1019.1,1030.5,1032.15737
08-12-10,1024.9,1027.15,1011.4,1019.1,1019.412078
09-12-10,1024.2,1033,977.2,984.35,1004.174889
10-12-10,985.5,1029,980,1023.7,1010.428728
13-12-10,1024.15,1045,1009.05,1041.8,1029.139259
14-12-10,1044,1058,1041.5,1052.6,1051.592782
15-12-10,1056,1062.5,1036.3,1051.9,1051.381517
16-12-10,1052,1059,1041,1055.8,1052.511971
20-12-10,1044.95,1068,1041.05,1057.45,1059.239304
21-12-10,1058.5,1074.6,1058.5,1071.45,1066.468916
22-12-10,1071.3,1075,1050.05,1057.05,1064.009618
23-12-10,1056.15,1064,1050.2,1058.15,1057.859522
24-12-10,1055.9,1063.55,1050.35,1059.55,1058.496394
27-12-10,1058.25,1068,1051.75,1055.1,1060.028142
28-12-10,1055.1,1059.4,1042.5,1047.15,1049.470603
29-12-10,1048.95,1054,1046.05,1048.3,1049.89552
30-12-10,1051.1,1055.7,1046.1,1050.6,1051.063554
31-12-10,1058.1,1066.25,1053.35,1058.25,1059.889704
03-01-11,1062,1066.4,1052.2,1054.15,1058.882481
04-01-11,1060,1078.8,1056.15,1076.55,1070.966615
05-01-11,1077.55,1090,1070.15,1073.9,1080.878837
06-01-11,1079.65,1089,1073.35,1084,1081.457469
07-01-11,1081,1087.6,1058.1,1064.9,1069.625566
10-01-11,1066,1070,1021.35,1031.05,1051.874518
11-01-11,1037.15,1048.6,999.1,1014.3,1026.677134
12-01-11,1020,1035,1003.05,1030.6,1019.545844
13-01-11,1030,1039.55,1011.55,1015.25,1022.620767
14-01-11,1015.3,1028.95,998,1001.15,1007.966653
17-01-11,1003.9,1006.85,992.4,997.8,999.7402941
18-01-11,1004.7,1007.5,990,994.6,996.3343799
19-01-11,1000,1004.9,976,981.5,991.1965683
20-01-11,978.45,978.45,954.2,969.75,966.3882818
21-01-11,975,992,972.1,986.5,984.4993862
24-01-11,997.45,997.45,965,971.05,973.9273069
25-01-11,978,984.45,956,958.55,968.7578713
27-01-11,966.5,968,940,943,953.1926943
28-01-11,945,946.45,903.1,914.5,920.9957596
31-01-11,909,929,903.3,919.25,917.608382
01-02-11,926,927.9,890,895.65,901.7085595
02-02-11,910,927.5,907,921.4,920.8728055
03-02-11,926,947.7,914.6,943.5,935.8271764
04-02-11,945.7,946,914,919.5,928.3201703
07-02-11,925,938.9,914.4,929.3,926.9959846
08-02-11,936,938.8,911.6,915.5,918.9681969
09-02-11,909.45,936.45,904,911.85,921.6634381
10-02-11,914.8,921,885,899.75,899.7539739
11-02-11,901.45,914.8,888,910.6,898.4484863
14-02-11,910,918,895,915.2,908.0086494
15-02-11,913.9,944.45,911.55,941.75,931.6339467
16-02-11,939.4,951,937,944,946.0212658
17-02-11,947.9,955,937,953.5,946.6606223
18-02-11,955.1,963,933.5,937.35,947.8308154
21-02-11,936.1,961,934.15,956.5,948.6694223
22-02-11,991.5,1008.65,979.1,985.05,995.1763999
23-02-11,985,1002.85,982.5,996.35,995.5144362
24-02-11,995,998.2,960,965.85,979.2328063
25-02-11,977,981.15,954,965.95,968.0490157
28-02-11,971.7,994,961,964.95,979.8901909
01-03-11,971.5,992,968.5,988.95,982.9650267
03-03-11,977,985.15,968.7,978.4,977.3409778
04-03-11,984.4,993,978.5,981.75,985.0152647
07-03-11,974.8,981.9,964.1,976.15,971.8190859
08-03-11,979,991.9,978.15,984.4,985.4387318
09-03-11,988.5,1003.8,968.1,993.9,991.7192194
10-03-11,992.15,993,981.9,984.45,986.8186238
11-03-11,980.7,994.85,971.9,991.6,984.3672287
14-03-11,991.8,1020,991.8,1017.65,1010.275959
15-03-11,995.25,1048.5,990.15,1036.3,1024.84118
16-03-11,1043.5,1054.5,1038.15,1044.6,1044.86032
17-03-11,1041,1048.5,1028.05,1031.45,1037.969532
18-03-11,1035.9,1036,987.2,993.15,998.8475639
21-03-11,1000,1001,981.6,988.55,991.1985937
22-03-11,993.75,1004.75,992.1,999.5,999.8098132
23-03-11,999.15,1015,995.5,1012.65,1007.998978
24-03-11,1014.5,1021.4,1003.6,1010.1,1011.24154
25-03-11,1017,1029,1010.4,1026.05,1019.927222
28-03-11,1027.05,1036.9,1011,1023.4,1023.520654
29-03-11,1021,1031.5,1019.05,1022.65,1026.494533
30-03-11,1025.1,1036.8,1024,1032.9,1031.738517
31-03-11,1035.65,1052.5,1034.9,1047.8,1043.784047
01-04-11,1048.95,1065.55,1022.95,1035.3,1047.055064
04-04-11,1038.1,1053.8,1029.05,1049.85,1043.863818
05-04-11,1050,1057.75,1039.5,1044.95,1046.739359
06-04-11,1044,1053.7,1040,1043.85,1045.207641
07-04-11,1045,1047.8,1035,1040.15,1039.546131
08-04-11,1041,1049.55,1020.75,1024.25,1032.244261
11-04-11,1018.4,1020,1000,1007.15,1010.484996
13-04-11,1001.2,1023.5,998,1021.7,1012.199116
15-04-11,1021,1023,1006.1,1018.4,1014.803235
18-04-11,1020,1043.5,1006.35,1010.15,1026.458509
19-04-11,1005.9,1017.9,999,1011.35,1008.971186
20-04-11,1015,1028.7,1007.1,1025.7,1018.154661
21-04-11,1032,1044,1029.1,1039.95,1036.163062
25-04-11,1014.5,1021.35,1006.5,1009.1,1012.237966
26-04-11,1008,1009,998.05,1000.75,1001.903703
27-04-11,1006,1008,980.15,985.15,989.8479607
28-04-11,993,993,971.65,973.85,977.5236106
29-04-11,975,985,972.15,981.95,979.2327064
02-05-11,983.7,987,961.15,964.7,970.6063227
03-05-11,964.9,967.5,941.7,943.95,953.0802287
04-05-11,945.1,956.1,940,947,949.3181678
05-05-11,946.7,963.45,943.5,949.5,954.7153936
06-05-11,955,959.5,950.1,955.4,954.2499853
09-05-11,959.45,965.6,951.4,958.35,958.5836951
10-05-11,961,963.55,947.5,951.5,955.8337585
11-05-11,955,958,944.05,954.7,950.9347975
12-05-11,952.5,954.9,941.7,944.85,948.024195
13-05-11,945,961.95,938.15,948.65,951.0076709
16-05-11,951.8,951.8,942.1,944.3,946.4343093
17-05-11,944.7,947.45,918.75,920.4,926.8924781
18-05-11,922.45,923.8,899.25,901.8,905.0636058
19-05-11,906.35,921.4,905,914.9,913.5838288
20-05-11,916.05,925,910.5,921.4,919.3577694
23-05-11,919.85,921,903.8,908,911.0287723
24-05-11,910,920.95,908,915.25,915.7480548
25-05-11,913.6,914,902.55,906.8,908.6694496
26-05-11,914.5,935.9,911.8,933.25,927.1717947
27-05-11,935,952.6,935,946.3,946.4157401
30-05-11,947,953,935.3,939.7,943.3322301
31-05-11,940,954.7,936.85,951.75,948.1114636
01-06-11,950.5,958,943.8,946.75,948.5639294
02-06-11,940,954.5,937,951.85,946.9392023
03-06-11,960,967.9,932.8,936.15,953.1882616
06-06-11,933,939.95,928.95,938.1,936.0726793
07-06-11,935,957.7,935,956.2,949.9277097
08-06-11,953.5,955,943.65,947.35,947.7758918
09-06-11,946.5,957.8,946.5,954.1,953.4654005
10-06-11,955,957,932,944,942.6754571
13-06-11,942.9,942.9,921.3,926.65,926.6573063
14-06-11,928.8,931.35,912.05,913.55,917.77031
15-06-11,911.1,918.65,899,900.75,907.1582693
16-06-11,900,900,885.1,888,891.131017
17-06-11,894,894,865.25,868.4,875.9925799
20-06-11,874.5,874.5,829,834.6,847.7531874
21-06-11,839.85,854.6,838.05,848.5,848.0418251
22-06-11,854.9,858,834.1,846.1,843.0901408
23-06-11,845.35,872.75,845.35,870.65,863.6557715
24-06-11,874.3,879.3,855.45,870.4,867.532392
27-06-11,865,880,862,871.5,873.2909323
28-06-11,877.8,877.9,862.25,870.55,868.5756432
29-06-11,874.6,887.45,871.55,885.3,880.2445874
30-06-11,889.9,899.95,887.15,897.6,894.3878198
01-07-11,900,906,858,862.15,871.2230634
04-07-11,873.95,879,864.5,868.15,869.8574578
05-07-11,868.3,870,844.1,846.15,853.949899
06-07-11,848.15,858.6,841,852.65,851.0441645
07-07-11,858.9,875,855,870.35,864.553269
08-07-11,871.2,874,852.1,854.4,859.7885833
11-07-11,855,859.6,847.45,853.2,854.5200591
12-07-11,847.8,857.25,845.15,848.5,850.7683304
13-07-11,853.7,867.65,851.1,864.55,860.3060927
14-07-11,863.1,878,859.05,866.9,868.0997464
15-07-11,866.9,875.5,864.5,873.3,871.2780046
18-07-11,872.9,874.7,865.05,867.1,869.8634863
19-07-11,865.35,880.8,865.35,879.15,874.1398419
20-07-11,886.1,886.9,869.05,875.3,876.9413462
21-07-11,876,876.35,857.65,860.75,866.05825
22-07-11,866.6,876.4,863.15,873.6,871.9186144
25-07-11,892.9,892.95,880,882.15,884.7847979
26-07-11,888.5,889.9,868.8,871.15,877.3307129
27-07-11,875.75,875.75,859.65,860.7,865.1065502
28-07-11,855,855,833.6,837.35,840.3591965
29-07-11,839.05,847.65,824,827.7,835.313779
01-08-11,837,837.95,822.8,830.9,829.346523
02-08-11,829.8,845,818.15,835.1,829.144907
03-08-11,827.95,836,823.5,825.15,828.6340087
04-08-11,829.4,831.65,810.25,812.5,820.7138365
05-08-11,799.95,799.95,778.55,791.65,789.4634156
08-08-11,775,796.8,767.05,780.6,780.5289637
09-08-11,759.95,778.7,754.1,765.4,765.0605192
10-08-11,786.45,790,765,771,775.37207
11-08-11,766.1,784.7,766.1,773.4,776.4738641
12-08-11,781.6,781.6,758,760.8,766.902936
16-08-11,761.8,771.8,755,759,765.2529098
17-08-11,761.9,774.25,751,754.8,761.1930527
18-08-11,756.5,759.7,735.55,739.95,746.7919901
19-08-11,731,739,721.6,731.2,729.2188944
22-08-11,731.2,759,725.6,756.25,742.2207588
23-08-11,761,771.75,747.85,765.55,761.6624259
24-08-11,765,769.85,756.5,760.95,762.556332
25-08-11,762.6,768.5,751.1,754.3,759.3479713
26-08-11,752.9,755.7,713.55,719.5,736.5087843
29-08-11,730,760,728,754.05,744.9727417
30-08-11,763.95,794,763.95,781.5,779.262489
02-09-11,795.55,811.9,785,805.4,802.7113564
05-09-11,795.9,799,783.15,788.9,789.6213099
06-09-11,784.9,825.5,777.25,820.85,803.4817625
07-09-11,825,841.8,823,831.7,833.147873
08-09-11,833.05,859,814,853.5,836.7552483
09-09-11,851.5,858.4,823.55,825.1,837.164109
12-09-11,812.6,822.8,796.1,805.85,808.5635409
13-09-11,811.6,824.1,797.4,810.8,811.6445738
14-09-11,814.45,828.7,804.5,825.3,816.7885871
15-09-11,832.5,838,813.55,835.15,827.092712
16-09-11,847.35,849.3,822.05,827.45,834.7046053
19-09-11,821,829.5,815.9,820.85,821.7750829
20-09-11,821.25,853.8,816.1,851.5,838.6821878
21-09-11,849.2,850.95,832.65,838.1,838.8549259
22-09-11,824.95,828,780,786.45,803.8650095
23-09-11,773.25,792,765,770.75,777.6885533
26-09-11,770.5,772.4,748.5,759.2,758.2535305
27-09-11,773.7,800.4,770.9,797.85,786.8876254
28-09-11,814,814,788.65,797,797.2065803
29-09-11,792,812.05,784.5,808.1,797.718954
30-09-11,801.1,822.8,792.6,808.3,809.4930474
03-10-11,794.4,800,784.5,788.2,791.4830952
04-10-11,785.4,790,766.5,772.4,779.7737836
05-10-11,773.9,778,761.65,767.25,768.9557637
07-10-11,786,804.7,786,801.45,794.7310189
10-10-11,803.25,829.8,803.25,827.9,820.7419567
11-10-11,836,841.05,820.1,825.85,833.5439263
12-10-11,829,851.45,825,849.5,839.263689
13-10-11,850,857,842,846.85,849.7436792
14-10-11,841.6,870,841.6,866.8,860.2375517
17-10-11,869,870,830.25,833.2,840.5135829
18-10-11,825,826.75,812.6,820,818.5336536
19-10-11,824.9,844.6,824.5,842.3,835.5582707
20-10-11,833.5,841.05,822.15,838.4,829.7928745
21-10-11,839,848.9,831.55,835.4,841.0604681
24-10-11,847.9,854.1,842.15,846.25,848.1663819
25-10-11,853,879.3,842.3,875,861.9525689
26-10-11,877,880.95,871.2,873.35,874.6385874
28-10-11,897,899.9,884.15,898,893.7157359
31-10-11,898.6,898.6,874.05,877.75,885.2148954
01-11-11,869,878.45,857.5,860.55,866.147377
02-11-11,855,880.9,854.55,871.45,871.2748931
03-11-11,868.45,888,863.15,884.6,876.0551303
04-11-11,901.1,902,873.8,879.6,884.6780258
08-11-11,880,884.5,868.55,881.85,878.4566192
09-11-11,890.1,892.5,860.9,864.55,878.0889543
11-11-11,858.9,886,850.8,883.85,869.4762058
14-11-11,889.55,895.95,873,875.15,886.5071107
15-11-11,871,878,858.2,862.7,868.4946856
16-11-11,860.3,860.3,838.4,848.95,846.9633984
17-11-11,845,848.7,807.25,810.65,825.0361924
18-11-11,800.05,812,788.05,808.05,796.3981302
21-11-11,800.9,800.9,782.1,786.85,789.6826779
22-11-11,786.6,804.3,786.6,795.05,796.3890798
23-11-11,789,789,755.3,773.75,771.8465765
24-11-11,775,778,755,774.2,764.3786776
25-11-11,768.9,771,751.15,754,761.1538282
28-11-11,764,785,763,783,773.1355573
29-11-11,782.8,782.8,760,765,766.708235
30-11-11,756.6,784,753.75,778.8,768.8640077
01-12-11,798.55,810,795.15,798.5,802.2350553
02-12-11,798,812.9,786.5,810.8,801.2270137
05-12-11,807.65,812,798.5,807.35,805.6617408
07-12-11,807.35,819,803.65,809.2,812.4536687
08-12-11,802.9,807.3,773,779.2,785.8292478
09-12-11,769.7,769.7,752.5,755.45,760.0651039
12-12-11,761.1,763.7,724.25,727.9,742.3012481
13-12-11,722.5,745.5,721,742.6,733.7167565
14-12-11,737.9,753.9,734,741.7,744.8766063
15-12-11,732.3,752.95,723.85,748.7,740.7385724
16-12-11,751.6,761.25,719,723,742.6246959
19-12-11,719.9,739.8,715.4,735.85,727.0377335
20-12-11,740,741.25,709.15,713.55,724.660725
21-12-11,729,754,722.5,747.25,735.5296906
22-12-11,742.05,759.8,733.65,754.75,743.9224642
23-12-11,759,769.4,742.55,746.45,757.2963135
26-12-11,750,764.5,745.35,760.95,757.985766
27-12-11,765.1,768.8,745.55,753.25,757.9506573
28-12-11,751.4,759,735.05,738.55,743.4789381
29-12-11,733.9,739.4,709,712.9,722.7855111
30-12-11,713,721,690,692.9,703.8073484
02-01-12,697.9,709.5,687.55,706.95,699.0683951
03-01-12,712,725.9,710.6,723.7,719.1711031
04-01-12,727.9,730.9,713.5,716,721.5432478
05-01-12,715.4,724.85,695.25,699.25,708.3528179
06-01-12,698,723.6,696.5,716.9,710.9440501
07-01-12,715.1,719.15,713.55,714.7,716.0046384
09-01-12,712.8,713.9,703.55,706.95,708.0283111
10-01-12,712,738,712,735.15,727.4346197
11-01-12,738.6,751.9,731.3,748.35,743.563349
12-01-12,746,753.5,733.15,737.55,742.3546187
13-01-12,743.9,750.6,728.35,732.05,739.3978568
16-01-12,730,730,711,713.4,716.9460591
17-01-12,716.9,742.4,716.5,740.35,734.1400265
18-01-12,762.15,786.8,758.7,776.9,773.379953
19-01-12,789,795.6,782.35,785.15,788.7562179
20-01-12,790.6,799,772.6,793.35,785.3748709
23-01-12,756.65,779.8,756,771,769.8023811
24-01-12,772.55,791.8,771,783.15,783.3339695
25-01-12,789.9,794.8,783,790.1,789.7361748
27-01-12,796.6,825,796.6,817.6,813.1540891
30-01-12,815.7,818.8,793.2,795.45,805.0180572
31-01-12,803.2,818.4,802,815.45,811.6804974
01-02-12,819.5,833,815.3,830.3,823.721464
02-02-12,836.5,842.35,824,828.6,831.8943099
03-02-12,832,839.4,815.55,837.75,827.9069706
06-02-12,843,849,824,832.75,834.6758832
07-02-12,841,852.4,834.95,844.75,846.6173076
08-02-12,848,864.45,845,858.05,857.320337
09-02-12,856.9,859.7,843,852.65,851.8372264
10-02-12,851.9,858.9,838,842.15,845.5849977
13-02-12,842.8,857.8,841.35,848.15,850.5228442
14-02-12,847,854.5,843.2,848.15,851.0757797
15-02-12,854.4,855,833.4,836.05,840.1729656
16-02-12,829.9,830.05,805.1,812.15,814.3372611
17-02-12,824,825.8,809.95,817.9,818.1896575
21-02-12,817.9,846.8,815.1,841.8,831.0864125
22-02-12,848.9,855.7,830.3,833.2,845.0737543
23-02-12,834,847.9,829,838.1,840.6739616
24-02-12,834.7,841,815.1,820.35,825.0727277
27-02-12,821,825.75,765.75,781.2,793.638175
28-02-12,790.7,799.9,788,796.05,795.3371548
29-02-12,805.9,825.9,804.7,818.65,817.1929463
01-03-12,812.7,816.95,801.2,810.35,807.5858248
02-03-12,815,817.95,805.6,814.35,813.1486976
03-03-12,814.9,815.7,812,813.2,813.3618194
05-03-12,815,815,794.55,797.9,801.1499054
06-03-12,794.7,809,773.3,776.5,788.8674258
07-03-12,775.65,777.8,751.2,761.45,762.9399552
09-03-12,774.9,779.7,768.55,773.6,774.0259198
12-03-12,789.5,802.8,781,796.95,792.7824472
13-03-12,804,820.15,803,818.65,814.1420615
14-03-12,827.1,829.45,806.35,814.3,816.348546
15-03-12,815.05,820.95,794.2,798.05,805.2789343
16-03-12,781,797.9,767,771.95,782.1766234
19-03-12,780,782,751.55,754.9,761.1533541
20-03-12,757.75,766.4,750.5,760.4,759.6980348
21-03-12,760,773.2,755.1,768.35,764.3809316
22-03-12,766,771.45,734,736.5,748.6451707
23-03-12,743,749,735.25,744,744.0896831
26-03-12,744.9,744.9,728,729.8,733.3406575
27-03-12,737.9,739.7,725.2,730.7,729.9967775
28-03-12,730.1,735.7,721.1,725.95,728.2212006
29-03-12,721,729.5,719.4,724.85,725.5762273
30-03-12,730,750.8,727,748.25,741.7379254
02-04-12,750,750.5,739.15,740.8,743.8959946
03-04-12,744.7,762.4,744.7,752.45,754.4494786
04-04-12,746.5,757.3,744.05,747.1,748.8079497
09-04-12,740.9,747.8,734.1,742.6,741.5277474
10-04-12,744,746.4,738.3,743,742.3710123
11-04-12,738,739,728.45,732.9,733.3348793
12-04-12,735,745.4,733.9,742.9,740.4564436
13-04-12,746,761.35,739,751.25,752.8951112
16-04-12,746.55,752.75,736.15,748.3,746.1255804
17-04-12,747.9,752.7,740.75,746.4,745.7531752
18-04-12,750.5,756.9,743.3,749.35,750.0856243
19-04-12,751.1,753.95,739,741.75,743.9545453
20-04-12,739,739,728.4,731.45,732.9048387
23-04-12,726.6,745.4,725,736.1,738.4340183
24-04-12,737.05,740,724.05,734.7,731.3594146
25-04-12,736,742.9,728,736.35,734.9014898
26-04-12,738.4,749.75,734.25,745.45,740.3871779
27-04-12,744,745.7,737,742.1,740.8534061
28-04-12,739.7,741.7,738,739.9,740.0569834
30-04-12,739,748,738.55,745.2,744.7755479
02-05-12,749,750.9,740.15,743.35,744.6034515
03-05-12,741,743.9,735.1,738.85,740.0718089
04-05-12,731.8,739.9,722.1,726.45,728.174935
07-05-12,717,722,705.3,715.3,711.9989759
08-05-12,719.6,719.6,671,708.65,708.5737068
09-05-12,703,708.4,691.25,695.1,697.6587747
10-05-12,697.7,707.8,692.05,694.65,698.0576531
11-05-12,693,703.4,688.8,697.3,696.450367
14-05-12,701.4,702.45,678,681.15,687.4348634
15-05-12,679.8,687.9,674,681.2,681.7306241
16-05-12,675,682.75,673.55,676.2,677.4815824
17-05-12,681.8,689.4,678,685.1,684.3724886
18-05-12,678,696.25,676.2,688.65,686.2792887
21-05-12,689,700,686,695.5,695.2384267
22-05-12,703.8,703.95,688.25,691.2,695.5969643
